fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,type_white
0.2234466,-0.30696705,2.4261603,0.55458975,-0.5461774,1.2564886,0.8873725,0.63011974,-1.9752891,-0.8152191,-1.3301678,0.57372123
0.067764394,-0.9650869,2.2882369,-0.8449373,-0.28963977,-0.142703,0.7286991,-0.032541495,0.6866683,0.60259,-0.91283804,0.57372123
-0.24360035,-0.9052578,0.08146636,-0.80316037,-0.37515226,1.8161651,0.5876561,-0.72834176,1.3676353,-0.07255732,0.25568563,0.57372123
0.84617615,0.5306402,-0.12541842,-0.427168,0.65099823,-1.3180238,-1.4398373,1.0542316,0.87238616,0.53507537,0.0052876365,-1.743007
-0.477124,-0.6061124,-0.19438015,-0.7196065,-0.9452359,-0.6464119,-0.5230577,-1.5566782,0.19142069,-0.5451603,1.6746064,0.57372123
-1.0998532,-0.12747979,-0.81503433,-0.5942758,-0.83121914,-0.7583472,0.12926625,-1.768744,0.87238616,1.6828252,2.8431294,0.57372123
-0.010077068,-0.6659414,0.42627418,1.8496743,0.05241033,1.3684238,1.381023,1.0608674,-0.7990761,-0.61267495,-1.2467015,0.57372123
-0.3992829,-0.6659414,-0.40126494,-0.8449373,0.1094187,0.1371353,0.67580795,-0.43015012,0.12951472,0.19750169,-0.8293718,0.57372123
1.3132226,0.35115293,0.012504628,0.032378104,0.87903154,-1.1501209,-1.2106425,1.4584761,0.99619955,1.6153105,0.0052876365,-1.743007
-0.24360035,-0.9052578,-0.26334167,-0.092952654,0.05241033,-0.9262502,0.53476495,0.16625293,0.43904448,-1.1527926,-1.1632352,0.57372123
-0.08791816,-0.7855997,0.5641975,-0.88671416,0.3659563,-0.36657363,0.71106875,-0.6289445,1.2438234,-0.6801896,0.088753894,0.57372123
0.2234466,-0.9650869,2.7709684,0.86791664,-0.489169,1.2564886,0.6229169,1.1006223,-1.1705118,-0.47764543,-1.3301678,0.57372123
-1.2555357,-0.5761978,-0.47022644,0.888805,-0.68869823,-1.0381855,-0.8404045,-0.23133594,0.5628564,-1.2878221,0.0052876365,0.57372123
-0.477124,-0.42662507,0.633159,-0.8658258,-0.11861467,-0.8143149,0.4642434,0.1331337,1.2438234,-0.41013077,-0.41204208,0.57372123
-0.477124,-0.5462833,-0.12541842,1.8705628,-0.11861467,0.52890897,1.1870888,1.0940063,-1.2324177,-0.20758662,-1.1632352,0.57372123
-0.010077068,-1.2044032,0.2193894,-0.88671416,-0.5746816,-0.87028253,-0.7522526,-0.29761392,1.4914472,-0.95024866,-0.49550834,0.57372123
0.14560549,-0.06765059,-0.40126494,2.1212244,-0.20412728,2.0400357,1.6631091,1.4485226,-0.9847939,1.0076783,-0.8293718,0.57372123
0.30128768,1.6673927,0.012504628,-0.67782956,0.73651075,-1.3180238,-1.0872297,0.63011974,0.87238616,-0.07255732,-0.91283804,-1.743007
-0.477124,-0.8454287,0.42627418,0.5128128,-0.11861467,-0.030767675,0.51713455,0.0005974929,0.62476236,0.19750169,0.42261735,0.57372123
0.84617615,-0.06765059,0.7021205,-0.89715844,-0.6601941,-0.7023796,-0.34675395,-1.1922086,-0.118109085,-1.4228516,1.5911403,0.57372123
0.30128768,0.41098195,-0.539188,-0.7613834,0.67950225,-1.4859267,-1.8453361,0.49760333,0.37713853,0.40004566,-0.8293718,-1.743007
-0.08791816,-0.18730882,-0.12541842,-0.67782956,-0.09011054,0.30503827,0.19978777,0.59700054,-1.7276653,7.354062,-0.8293718,-1.743007
0.14560549,1.1289307,-1.3667271,-0.74049497,3.1023579,-1.4859267,-1.8277057,0.7692917,0.25332662,2.2229433,-1.0797697,-1.743007
0.30128768,-0.30696705,-0.40126494,0.22037429,-0.40365648,0.081167646,0.7815902,-0.09879972,-0.4895448,-0.41013077,0.17221937,0.57372123
-1.2555357,-0.06765059,-0.26334167,-0.88671416,-0.7172025,0.1371353,-0.3291236,-1.139202,1.6771652,0.332531,0.33915108,0.57372123
0.7683346,0.17166568,-0.3323032,-0.78227186,-0.80271494,-1.1501209,-0.9990779,-0.79461974,-1.5419475,-0.34261614,-0.07817863,0.57372123
-0.16575927,-1.3240614,-0.19438015,1.0141358,-0.489169,0.5848766,-0.3114932,0.31204078,-0.18001504,-1.0177633,-0.5789738,0.57372123
-1.6447415,-1.3838905,0.012504628,-0.80316037,-0.80271494,-1.0381855,-0.45253623,-1.5301749,2.1724126,-0.07255732,1.4242085,0.57372123
-0.32144144,-0.6061124,0.15042788,-0.17650652,-0.68869823,0.36100593,0.34083077,-0.6620835,-0.118109085,-0.95024866,0.088753894,0.57372123
-0.010077068,-0.6659414,-0.88399595,1.7243435,-0.11861467,0.92068255,1.4339142,1.3093704,-0.6133582,-0.005042669,-1.2467015,0.57372123
0.067764394,1.0691017,0.012504628,-0.6987181,0.39446056,1.1445532,-0.8051437,-0.17169365,0.74857426,1.9528842,2.0084698,-1.743007
-0.477124,0.111836664,-0.26334167,0.13682042,-0.7742108,-1.0381855,-0.3996451,-1.3777514,-0.18001504,-1.7604251,1.9250045,0.57372123
-0.6328062,-0.6061124,-0.056456894,-0.5524988,-0.51767325,0.5848766,-0.029407144,-1.0431029,0.93429214,0.87264895,1.0068789,0.57372123
1.235382,0.35115293,0.5641975,-0.67782956,0.65099823,-0.6464119,-1.1224905,1.0940063,1.3676353,0.73761934,-1.0797697,-1.743007
-0.6328062,-0.12747979,-0.47022644,-0.092952654,-0.03310217,-0.142703,0.3937219,-0.99009633,0.31523257,-0.20758662,1.5911403,0.57372123
-0.16575927,-0.5462833,-0.19438015,2.0376704,-0.26113564,0.52890897,0.9755244,1.1602646,0.0057028197,-0.5451603,-0.9963035,0.57372123
-0.16575927,-0.36679608,0.08146636,1.9123398,-0.37515226,0.92068255,0.9226333,1.5578732,0.74857426,0.9401636,-1.4136332,0.57372123
1.9359522,-0.18730882,1.0469285,-0.80316037,0.16642706,-0.98221785,-1.4574678,1.1934036,0.31523257,0.87264895,-0.41204208,-1.743007
-0.86632985,-0.36679608,-0.6771112,-0.7613834,-0.63168985,0.081167646,0.005853611,-1.6229562,0.87238616,-0.61267495,1.7580727,0.57372123
-0.477124,-0.5462833,0.28835112,0.55458975,-0.3181439,1.3124561,1.1341977,0.36506712,-0.860982,-0.74770445,-1.0797697,0.57372123
-0.24360035,-1.0249159,-0.6771112,-0.17650652,0.22343555,1.3684238,0.6405472,0.16625293,0.43904448,-1.0852779,-0.9963035,0.57372123
-0.78848875,-0.8454287,0.08146636,-0.009398782,-0.80271494,-0.5344766,-0.71699184,-1.5169232,0.87238616,-0.8152191,2.509266,0.57372123
-0.7106473,-0.8454287,-0.12541842,0.095043525,-0.63168985,0.24907061,0.6405472,0.5704972,1.5533532,-0.8827338,-1.6640311,0.57372123
0.067764394,1.0092727,-0.19438015,1.2230204,-0.63168985,1.7042298,1.9099344,0.70633155,-0.4895448,0.19750169,-0.8293718,0.57372123
-1.0998532,-0.06765059,-0.6081496,-0.092952654,-0.09011054,-0.08673533,-0.17045015,-0.039177194,-0.5514508,-0.07255732,-1.2467015,0.57372123
-0.7106473,-1.0249159,-0.6081496,0.05326654,-0.23263139,0.7527796,0.5523953,-0.29097822,-0.860982,0.062472384,-0.41204208,0.57372123
0.30128768,-0.18730882,0.15042788,-0.6151642,0.73651075,-0.2546383,-1.422207,-0.37712377,0.0057028197,0.40004566,1.6746064,-1.743007
0.5348114,-0.9052578,0.7021205,-0.80316037,0.023906197,-0.7023796,-1.5103589,-0.23133594,0.43904448,1.0751929,0.58954906,-1.743007
0.2234466,1.7272217,-0.3323032,-0.7196065,0.76501477,-0.7583472,-0.43490583,0.4843319,0.25332662,0.332531,-0.5789738,-1.743007
-1.0998532,-0.12747979,-0.26334167,-0.23917183,-0.68869823,0.8647149,-0.011776766,-1.735605,-0.3657329,0.26501635,2.091936,0.57372123
0.84617615,-0.48645428,0.7021205,-0.7196065,0.67950225,-1.0941532,-1.5632501,0.8951922,-0.05620313,1.8178549,-0.91283804,-1.743007
1.0796998,-0.9650869,0.5641975,-0.9076026,-0.46066487,-0.59044427,-0.15281978,-0.79461974,-1.7276653,-1.4228516,-0.24511036,0.57372123
-0.3992829,-1.3838905,-0.40126494,1.9541167,-0.09011054,0.7527796,-0.36438432,0.6831461,-0.118109085,-1.2203075,-0.5789738,0.57372123
0.5348114,-0.48645428,0.08146636,1.0141358,-0.489169,2.3758416,1.6983699,0.7295367,-1.7895712,-0.27510127,-0.8293718,0.57372123
-0.86632985,4.5391884,-1.0908808,-0.2182834,-0.6601941,-1.2620561,-0.11755903,-1.3644997,0.8104802,-0.41013077,1.5911403,0.57372123
-0.3992829,-1.1445742,0.42627418,-0.78227186,-0.5461774,-0.59044427,-0.5583185,-1.4042743,-0.7990761,-0.005042669,0.7564808,0.57372123
-0.08791816,1.9067092,-2.1942663,-0.3227257,0.85052747,-0.7583472,-1.2459033,0.9614701,1.4914472,0.062472384,-0.8293718,-1.743007
-0.5549651,-0.72577053,0.9090053,0.53370124,-0.09011054,1.2005209,1.4162837,0.39818636,0.06760877,-0.34261614,-1.1632352,0.57372123
0.067764394,2.0861962,0.012504628,-0.67782956,0.3659563,0.24907061,-0.20571092,0.5373582,0.6866683,-0.14007197,-0.8293718,-1.743007
0.7683346,-0.7855997,1.11589,-0.8449373,-0.43216062,-1.0941532,-0.29386282,0.36506712,-0.30382696,0.26501635,-0.49550834,0.57372123
4.3490286,1.6374782,2.3571987,0.074155085,0.76501477,-1.3180238,-1.2987944,2.485607,-0.922888,1.3452519,-0.41204208,-1.743007
1.3910642,0.65029824,1.1848518,-0.5942758,0.793519,-0.5344766,-0.71699184,1.3259399,0.8104802,0.26501635,-0.66244006,-1.743007
-0.010077068,-0.6061124,-0.19438015,-0.51072186,-0.5746816,-0.7583472,0.02348399,-0.19489884,0.87238616,1.0076783,-0.32857582,0.57372123
-1.3333768,-0.037736077,-0.12541842,-0.6151642,0.42296478,-0.19867066,0.21741815,-0.76148075,-0.4895448,-0.14007197,-0.7459055,0.57372123
-0.78848875,-0.06765059,-1.2288039,-0.13472953,-0.11861467,-0.19867066,0.21741815,0.017166987,-0.05620313,-0.34261614,-0.91283804,0.57372123
0.5348114,1.2186747,-1.7804967,-0.30183727,0.87903154,-0.19867066,-0.9638171,0.59700054,0.87238616,0.9401636,0.17221937,-1.743007
0.37912878,-0.18730882,-0.40126494,0.49192432,-0.7172025,-0.4225413,-0.45253623,-0.09879972,-0.5514508,-0.20758662,-0.07817863,0.57372123
4.0376635,0.35115293,1.3227748,-0.7196065,0.080914564,-1.3739915,-1.6161412,1.5578732,-1.1086059,0.4675607,-0.9963035,-1.743007
-0.94417095,0.91952914,-0.3323032,-0.092952654,2.8743243,-0.7583472,0.23504853,-0.24458759,-1.1705118,-1.1527926,-0.9963035,0.57372123
0.69049394,-0.5462833,0.42627418,-0.3436142,-0.14711891,-0.7023796,0.23504853,-0.6289445,-0.05620313,-1.0177633,0.8399471,0.57372123
0.69049394,-0.30696705,1.1848518,0.34570503,-0.40365648,-0.47850892,0.14689665,-0.09879972,-0.4895448,-0.8152191,0.25568563,0.57372123
0.7683346,2.6246579,-2.1942663,-0.67782956,0.9360399,-0.98221785,-1.5808804,1.0277284,0.93429214,-0.47764543,-0.7459055,-1.743007
0.067764394,-0.48645428,-0.056456894,-0.80316037,-0.46066487,0.47294128,1.0107851,-0.9602752,-0.18001504,-0.14007197,0.7564808,0.57372123
-0.86632985,0.5306402,0.2193894,0.76347435,0.080914564,2.9355183,2.3506937,0.79579496,0.93429214,-0.20758662,-1.6640311,0.57372123
-0.477124,0.05200746,0.15042788,-0.11384109,-0.68869823,-1.2060885,0.16452701,-0.718408,0.62476236,1.8853695,1.2572769,0.57372123
-0.477124,1.6075637,-2.1253045,-0.74049497,0.67950225,-1.2620561,-1.5985107,0.91507953,2.9152856,1.3452519,0.0052876365,-1.743007
-0.3992829,0.65029824,-0.12541842,-0.030287223,-0.5746816,-0.19867066,0.86974216,-1.1524537,-0.6133582,-0.47764543,1.4242085,0.57372123
-0.477124,-0.36679608,0.7021205,0.5754781,-0.34664813,1.6482621,1.4162837,0.30542484,-0.4895448,-0.34261614,-0.91283804,0.57372123
-0.477124,-0.6659414,-0.12541842,1.975005,-0.14711891,0.1371353,0.041114364,1.2099731,-1.1086059,0.062472384,-1.2467015,0.57372123
-0.94417095,-0.48645428,0.012504628,-0.40627956,-0.80271494,-0.08673533,-0.047037523,-1.1590893,1.1200114,1.2102222,1.5076748,0.57372123
0.2234466,-0.7855997,0.15042788,-0.88671416,0.1094187,-0.2546383,-0.08229828,-0.52954733,1.800977,-0.41013077,0.17221937,0.57372123
-0.24360035,-1.3539759,0.2193894,-0.009398782,-0.23263139,0.30503827,-0.13518941,-0.26447493,0.62476236,-0.74770445,-0.24511036,0.57372123
0.2234466,1.3682472,-1.6425735,-0.5942758,0.9360399,-0.9262502,-1.5632501,0.40482205,0.50095046,0.40004566,-0.07817863,-1.743007
-0.32144144,-0.8454287,-0.47022644,0.15770885,-0.11861467,-0.47850892,-0.17045015,-0.39701113,-0.7990761,0.062472384,0.25568563,0.57372123
-0.24360035,0.47081098,-0.81503433,2.0794473,-0.37515226,1.4803592,1.5044357,1.2530458,-0.860982,0.062472384,-0.91283804,0.57372123
-1.489059,0.7699564,-1.5046504,-0.8658258,-0.5746816,-1.0941532,-0.73462224,-1.2849898,1.6152592,0.062472384,0.58954906,0.57372123
-0.16575927,-0.7855997,-0.26334167,0.65903205,-0.3181439,0.36100593,1.8570433,0.2325309,0.19142069,0.062472384,-0.07817863,0.57372123
0.45697027,1.0691017,-0.47022644,-0.74049497,0.7080065,-0.9262502,-1.3693159,1.2265228,1.3057293,0.805134,-1.2467015,-1.743007
0.2234466,1.0691017,-1.0908808,-0.74049497,0.8220233,-1.0381855,-1.422207,0.6963977,0.99619955,0.60259,-0.8293718,-1.743007
0.14560549,-0.12747979,-0.3323032,-0.8449373,-0.20412728,0.4169736,1.0107851,-0.44669986,-1.1705118,-0.07255732,-0.9963035,0.57372123
-0.7106473,0.29132372,-0.6771112,-0.5524988,-0.23263139,1.2564886,1.0107851,-0.54941493,0.12951472,-0.5451603,-0.5789738,0.57372123
-0.477124,2.7443163,-1.9873815,0.49192432,0.65099823,-1.3739915,-1.8277057,0.53072256,1.862883,-0.20758662,1.4242085,-1.743007
-0.477124,1.7870508,-0.26334167,-0.2182834,-0.68869823,-0.6464119,-0.6641007,-1.4373935,-0.6752642,0.60259,2.0084698,0.57372123
0.14560549,-0.8454287,0.28835112,-0.88671416,-0.51767325,0.7527796,-0.08229828,-0.69520277,0.87238616,-1.2878221,-0.49550834,0.57372123
1.8581115,1.5477347,1.2538133,-0.6569411,0.65099823,-0.142703,-0.7875134,1.6572706,1.7390711,0.26501635,-0.66244006,-1.743007
-0.010077068,0.35115293,0.42627418,-0.67782956,-0.7457066,0.52890897,-0.11755903,-1.3081752,0.31523257,-0.47764543,1.7580727,0.57372123
-1.2555357,1.1887602,-1.9184197,-0.78227186,-0.20412728,-1.4299592,-1.8100753,-0.1650777,3.1010034,0.332531,0.7564808,-1.743007
-0.16575927,-0.30696705,1.5296597,1.0976896,-0.28963977,1.5922945,2.0862381,0.63011974,-1.0466999,0.53507537,-0.8293718,0.57372123
-0.24360035,0.35115293,-1.0219191,1.5572357,-0.6601941,1.5922945,1.23998,0.9415828,-0.860982,-0.27510127,-0.91283804,0.57372123
1.4689056,0.94944364,-0.12541842,-0.74049497,0.25193956,-1.2620561,-1.7395538,1.007841,0.62476236,1.2102222,0.0052876365,-1.743007
0.30128768,0.5306402,-0.19438015,-0.6987181,0.5369815,-0.6464119,-0.87566525,0.8222982,1.1200114,0.73761934,-0.8293718,-1.743007
-1.1776946,-0.72577053,-0.6771112,2.340553,-0.34664813,0.47294128,-0.099928655,1.2762313,0.12951472,-0.34261614,-1.2467015,0.57372123
6.0615344,-0.7855997,0.8400437,-0.67782956,0.5369815,-1.1501209,-1.6161412,1.7732174,-0.922888,2.0879135,-1.0797697,-1.743007
2.2473173,-0.18730882,0.8400437,-0.6569411,0.67950225,-0.47850892,-1.2282729,1.3590591,0.62476236,0.9401636,-0.66244006,-1.743007
-0.477124,-0.7855997,1.9434292,-0.9076026,2.2472324,1.7042298,0.49950418,-0.6620835,-0.6133582,-0.95024866,-0.9963035,0.57372123
-1.0998532,-0.30696705,0.08146636,-0.36450264,-0.7742108,-0.030767675,-0.48779696,-1.5765655,0.19142069,-0.74770445,1.5076748,0.57372123
-0.78848875,-0.9052578,-0.19438015,-0.23917183,-0.3181439,0.1371353,0.1821574,0.6235038,-0.24192101,-0.74770445,-0.9963035,0.57372123
-0.08791816,-0.36679608,-0.88399595,0.49192432,-0.46066487,0.97665024,1.2047192,0.36174926,-0.3657329,-0.20758662,-0.91283804,0.57372123
-0.477124,-1.2642323,-0.19438015,1.7661204,-0.0045979335,0.1371353,-0.36438432,0.7692917,-0.30382696,-0.95024866,-0.91283804,0.57372123
0.45697027,-0.42662507,-0.26334167,-0.7613834,-0.17562304,-0.5344766,0.19978777,-0.43015012,-0.42763886,-0.61267495,-0.49550834,0.57372123
0.30128768,-0.42662507,-0.539188,-0.3436142,0.05241033,-0.6464119,-0.011776766,0.36506712,-0.42763886,-0.5451603,-1.3301678,0.57372123
-0.477124,-0.36679608,0.633159,0.32481658,-0.28963977,1.5922945,1.381023,0.29217318,-0.4895448,-0.34261614,-0.91283804,0.57372123
-0.16575927,-0.6659414,0.5641975,-0.80316037,0.1949313,-0.5344766,-0.85803485,0.16625293,1.7390711,0.6701047,0.5060836,-1.743007
-1.0998532,0.111836664,0.012504628,-0.78227186,-0.6601941,-0.47850892,-0.34675395,-1.6229562,-1.1705118,-1.0177633,0.58954906,0.57372123
0.14560549,-0.72577053,-0.40126494,0.70080894,-0.83121914,-0.4225413,-0.0646679,-0.52954733,-1.4800415,-0.8152191,0.7564808,0.57372123
2.4808402,-0.36679608,1.5296597,-0.57338727,1.3921067,-1.4299592,-1.704293,1.3590591,0.19142069,0.6701047,-0.8293718,-1.743007
-0.477124,2.1460252,-1.6425735,-0.5942758,1.4206109,-0.9262502,-1.5632501,0.64668924,1.3676353,0.332531,-0.24511036,-1.743007
0.6126525,-0.06765059,1.4606979,-0.6151642,0.9930482,-0.7023796,-0.62883997,0.9614701,0.93429214,1.8178549,-0.7459055,-1.743007
-0.16575927,0.111836664,-0.7460728,-0.6360526,0.85052747,-0.36657363,-0.8227741,0.28553748,1.1200114,-0.005042669,-0.32857582,-1.743007
-0.6328062,-0.48645428,-0.12541842,-0.67782956,-0.8882275,0.1371353,0.3232004,-0.894017,-0.05620313,-0.41013077,0.088753894,0.57372123
-0.86632985,-0.06765059,0.012504628,0.49192432,-0.11861467,1.2005209,1.1870888,0.620186,1.0581055,0.805134,-0.8293718,0.57372123
0.7683346,-0.9650869,-0.26334167,0.63814354,-0.6031857,0.5848766,0.42898268,0.16625293,-1.1086059,-1.0852779,-0.32857582,0.57372123
0.6126525,-0.5462833,-0.40126494,1.787009,-0.37515226,0.5848766,2.3330634,1.2928008,-1.1705118,0.26501635,-1.4970995,0.57372123
-1.6447415,1.4579908,-2.1942663,-0.78227186,-0.34664813,-0.9262502,-0.5230577,-0.6819511,2.1105068,2.7630608,2.0084698,-1.743007
0.45697027,-0.7855997,0.4952357,-0.7613834,-0.63168985,1.7601974,1.1341977,-1.2253476,-0.7990761,1.4802812,1.7580727,0.57372123
0.45697027,-0.36679608,-0.6771112,-0.8449373,-0.0045979335,-0.36657363,0.2526789,-0.09879972,0.37713853,-0.34261614,-0.8293718,0.57372123
0.45697027,-0.6659414,-0.26334167,-0.1451738,-0.40365648,0.80874723,0.8873725,-0.6289445,-1.6038533,-0.8827338,0.8399471,0.57372123
-0.7106473,-0.7855997,0.08146636,1.7661204,-0.28963977,2.0960033,1.1165674,0.79579496,0.87238616,-0.20758662,-0.07817863,0.57372123
-0.78848875,-0.36679608,-0.3323032,1.0141358,-0.7457066,-0.2546383,-0.13518941,-0.27111062,-0.118109085,-1.1527926,0.17221937,0.57372123
-0.32144144,-0.72577053,-0.539188,-0.11384109,1.0215524,-0.030767675,0.12926625,0.1331337,-1.1705118,-0.47764543,-1.580565,0.57372123
-0.6328062,-0.6659414,0.35731265,0.5128128,-0.17562304,1.6482621,0.6052865,0.060239773,-2.2229145,-0.27510127,-0.9963035,0.57372123
-0.24360035,-0.30696705,0.633159,0.49192432,-0.28963977,1.2005209,0.9755244,0.22257736,-0.6133582,-0.14007197,-0.7459055,0.57372123
0.2234466,1.0092727,-2.056343,-0.78227186,0.793519,-0.98221785,-1.4927285,0.22589521,0.87238616,0.062472384,0.0052876365,-1.743007
0.5348114,-0.42662507,-0.3323032,-0.78227186,-0.63168985,-0.31060597,0.11163587,-1.2651025,-1.5419475,-0.14007197,1.1738106,0.57372123
0.067764394,-0.48645428,1.4606979,1.5154588,-0.26113564,1.6762459,0.8609269,1.2265228,-0.9847939,-0.5451603,-1.1632352,0.57372123
-0.5549651,-1.0249159,-0.056456894,-0.8240488,-0.43216062,0.19310296,0.094005495,-1.2518508,-0.9847939,-0.47764543,0.0052876365,0.57372123
1.5467464,-0.12747979,0.7021205,-0.8658258,-0.28963977,-0.9262502,1.23998,0.06685572,-0.860982,-0.34261614,-0.7459055,0.57372123
-0.24360035,-0.8454287,0.633159,-0.9076026,0.1094187,0.30503827,-0.20571092,-0.5063421,-1.4181356,-0.95024866,-1.0797697,0.57372123
-0.78848875,-0.24713784,-0.12541842,-0.6151642,-0.43216062,-0.08673533,-0.59357923,-1.3413142,0.5628564,0.53507537,1.0903451,0.57372123
0.067764394,-0.9052578,-0.539188,0.1785974,-0.061606303,0.19310296,2.033347,0.56386155,0.87238616,0.062472384,-0.41204208,0.57372123
1.1575406,2.6246579,1.3227748,-0.78227186,10.228402,-1.0381855,-0.87566525,0.5075371,-1.3562297,4.315899,-1.0797697,-1.743007
0.5348114,-0.36679608,1.1848518,0.47103578,-0.3181439,0.97665024,1.3986534,0.2325309,-1.1086059,0.12998705,0.42261735,0.57372123
-0.86632985,-1.2941469,-0.47022644,-0.44805652,-0.46066487,-1.1501209,-0.8227741,-0.43015012,1.9866949,0.40004566,-0.32857582,0.57372123
0.067764394,2.3853416,-1.6425735,-0.78227186,1.0785607,-1.1501209,-1.2459033,0.35181546,0.12951472,-0.20758662,-0.5789738,-1.743007
1.3910642,0.2314947,0.633159,-0.6360526,1.3350984,-1.3739915,-1.8629664,0.44457698,-0.5514508,0.332531,1.1738106,-1.743007
-0.010077068,1.2485892,-1.5736119,-0.8240488,1.4776194,-0.8143149,0.6229169,-0.29761392,-0.922888,0.26501635,-1.0797697,0.57372123
-0.7106473,0.41098195,-1.0908808,-0.9493796,-0.68869823,-0.31060597,-0.3114932,-0.6488319,-0.3657329,-0.74770445,-0.8293718,0.57372123
0.067764394,0.59046924,-0.81503433,-0.80316037,-0.20412728,-0.36657363,-0.910926,-0.39701113,0.99619955,0.26501635,1.0068789,-1.743007
2.8700461,0.17166568,1.8055058,-0.30183727,0.42296478,-0.7583472,-0.89329565,1.5413038,0.0057028197,1.6828252,-0.32857582,-1.743007
-1.2555357,0.88961464,-1.2977655,-0.19739495,-0.489169,-0.7583472,0.005853611,-1.3247447,1.2438234,2.493002,2.6761975,0.57372123
-0.24360035,-0.5462833,0.2193894,-0.8658258,-0.489169,-0.08673533,1.3281319,-1.2916058,-0.5514508,-0.07255732,0.42261735,0.57372123
-1.7225826,-0.42662507,0.012504628,-0.19739495,-0.68869823,1.5363268,1.098937,-1.702466,1.4295412,-1.4903662,1.7580727,0.57372123
-0.010077068,-0.12747979,1.0469285,-0.07206421,-0.34664813,-0.6464119,-0.89329565,-1.2253476,-1.1705118,-0.8152191,1.7580727,0.57372123
0.37912878,-0.0078215655,-0.26334167,1.160355,-0.46066487,0.025199985,0.02348399,1.1436951,0.31523257,-1.6253958,-1.0797697,0.57372123
-0.16575927,-0.30696705,1.1848518,-0.3436142,-0.26113564,0.36100593,0.35846114,-0.29761392,-1.6657593,-0.8827338,-0.91283804,0.57372123
-1.022012,1.2485892,-1.5046504,-0.67782956,0.16642706,0.47294128,-1.140121,0.13974965,1.862883,,0.58954906,-1.743007
-0.477124,-1.0249159,-0.26334167,-0.7613834,-0.40365648,1.7601974,1.098937,-0.8807653,-0.42763886,-0.74770445,-0.24511036,0.57372123
-0.86632985,1.5477347,-1.3667271,-0.7613834,-0.17562304,-1.0941532,-0.69936144,-0.6686995,1.2438234,-0.34261614,-0.07817863,0.57372123
0.5348114,0.5306402,-0.7460728,-0.80316037,1.4206109,-1.1501209,-1.3869463,0.63011974,-0.30382696,2.5605168,-0.8293718,-1.743007
-0.5549651,-0.9052578,-1.5046504,-0.8658258,-0.28963977,-0.4225413,-0.15281978,-0.33073315,0.43904448,-0.5451603,-0.41204208,0.57372123
-1.489059,0.3212384,-1.7115351,-0.8658258,-0.6031857,-0.2546383,-0.24097167,-0.894017,1.7390711,-1.2203075,0.088753894,0.57372123
-1.4112179,-0.30696705,1.0469285,-0.51072186,-0.11861467,0.92068255,0.51713455,-0.5626863,0.43904448,1.4802812,-0.41204208,0.57372123
-0.7106473,0.111836664,1.2538133,0.59636664,-0.09011054,1.1445532,1.522066,0.26566988,-0.118109085,-0.14007197,-0.7459055,0.57372123
-0.32144144,0.94944364,-1.4356886,-0.8240488,0.5369815,-0.8143149,-1.1753818,0.2491004,0.87238616,1.7503402,-0.8293718,-1.743007
-0.24360035,-0.36679608,-0.539188,-0.6987181,-0.63168985,1.0326179,0.094005495,-1.947651,-1.4800415,-0.6801896,2.258868,0.57372123
-0.24360035,-0.24713784,-0.19438015,-0.8658258,-0.09011054,-0.36657363,1.2928711,-0.35725617,0.43904448,0.062472384,-0.49550834,0.57372123
0.37912878,3.970812,-1.1598423,-0.6987181,1.3065941,-1.0941532,-1.4750981,0.44457698,0.06760877,-0.34261614,-0.41204208,-1.743007
0.45697027,-0.30696705,0.08146636,0.69036466,-0.6031857,0.1371353,1.151828,0.49760333,-0.6752642,-0.47764543,0.17221937,0.57372123
0.5348114,-0.9650869,0.5641975,-0.7613834,0.16642706,-1.3180238,-1.6866627,-0.19821669,0.37713853,1.1427076,0.5060836,-1.743007
-0.7106473,0.35115293,0.012504628,1.0768013,-0.20412728,0.4169736,1.6454787,1.1271256,1.5533532,0.40004566,-0.9963035,0.57372123
-0.7106473,0.82978547,-1.9184197,-0.9076026,-0.28963977,-0.030767675,-0.29386282,-0.6289445,0.12951472,-1.1527926,-0.7459055,0.57372123
-0.3992829,-0.7855997,1.1848518,-0.8449373,-0.26113564,-0.030767675,-0.029407144,-1.0928113,-1.8514771,-0.74770445,0.25568563,0.57372123
-0.24360035,0.59046924,0.7021205,0.63814354,-0.23263139,-1.1501209,0.5523953,0.8951922,0.62476236,-0.47764543,-0.8293718,0.57372123
-0.78848875,0.29132372,-0.539188,-0.13472953,-0.5461774,0.80874723,0.3937219,-0.9801625,0.06760877,-0.6801896,0.58954906,0.57372123
-0.477124,-0.33688155,1.1848518,1.2439088,-0.6031857,1.4803592,0.37609154,0.8686889,-0.860982,0.062472384,-1.3301678,0.57372123
-0.3992829,-0.42662507,-0.056456894,2.1421127,-0.5746816,0.7527796,1.1165674,1.0608674,0.25332662,0.19750169,-0.7459055,0.57372123
-0.16575927,-0.48645428,-0.40126494,1.1185781,-0.489169,0.36100593,1.2047192,1.0509336,1.5533532,0.332531,-0.1616441,0.57372123
-0.86632985,0.2314947,-1.1598423,-0.7613834,0.4514688,-1.3739915,-1.704293,0.26566988,1.2438234,0.26501635,-0.91283804,-1.743007
